"ID_vol";"Year";"Month";"DayofMonth";"DayOfWeek";"Dep_hour";"Dep_min";"Arr_hour";"Arr_min";"ArrDelay";"DepDelay";"Origin";"Dest";"Distance"
"4396";2008;"03";"21";5;"08";"24";"10";"17";7;-1;"SJC";"PDX";569
"4397";2008;"03";"29";6;"14";"47";"16";"49";-1;2;"MDW";"ABQ";1121
"4398";2008;"09";"03";3;"17";"01";"19";"06";-7;-7;"GRR";"ATL";640
"4399";2008;"01";"07";1;"16";"08";"17";"15";2;23;"EWR";"PWM";284
"4400";2008;"04";"23";3;"17";"47";"21";"28";21;7;"EWR";"SJC";2548
"4401";2008;"01";"14";1;"10";"19";"13";"45";-2;-1;"IAH";"CMH";986
"4402";2008;"08";"05";2;"18";"28";"19";"26";-21;-2;"BOS";"LGA";185
"4403";2008;"05";"06";2;"15";"30";"17";"49";-6;-5;"GPT";"TPA";429
"4404";2008;"07";"17";4;"20";"50";"22";"34";22;-10;"LGA";"BOS";185
"4405";2008;"12";"12";5;"15";"29";"16";"48";1;-1;"LGA";"BOS";185
"4406";2008;"01";"07";1;"17";"08";"18";"24";-6;-2;"LAX";"FAT";209
"4407";2008;"01";"02";3;"15";"45";"17";"09";-1;0;"LAX";"MRY";267
"4408";2008;"12";"29";1;"19";"17";"22";"23";-12;-8;"BNA";"PVD";907
"4409";2008;"08";"30";6;"11";"43";"14";"41";4;-1;"EWR";"MIA";1086
"4410";2008;"03";"31";1;"08";"09";"10";"30";0;-1;"BNA";"JAX";484
"4411";2008;"08";"02";6;"22";"10";"05";"47";-12;-5;"SFO";"PIT";2254
"4412";2008;"12";"27";6;"12";"42";"16";"20";70;27;"MIA";"JFK";1090
"4413";2008;"06";"08";7;"17";"49";"21";"10";57;24;"BOS";"SAN";2588
"4414";2008;"12";"30";2;"07";"00";"07";"58";20;0;"OMA";"DEN";472
"4415";2008;"06";"06";5;"10";"17";"11";"20";0;2;"ATL";"PHX";1587
"4416";2008;"10";"07";2;"10";"15";"13";"42";4;0;"MSP";"DCA";931
"4417";2008;"03";"09";7;NA;NA;NA;NA;NA;NA;"SFO";"LAX";337
"4418";2008;"01";"31";4;"13";"22";"16";"15";-20;-3;"FLL";"EWR";1065
"4419";2008;"03";"22";6;"07";"52";"09";"49";91;62;"ORD";"MSP";334
"4420";2008;"04";"04";5;"16";"02";"17";"42";27;-3;"SAV";"CLT";213
"4421";2008;"12";"08";1;"19";"21";"21";"00";46;61;"CLT";"DFW";936
"4422";2008;"12";"06";6;"06";"53";"08";"08";-27;-2;"HOU";"LAX";1390
"4423";2008;"08";"21";4;"10";"23";"11";"26";-9;3;"STL";"PHX";1262
"4424";2008;"01";"23";3;"11";"30";"12";"11";-3;-5;"HNL";"LIH";102
"4425";2008;"06";"27";5;"17";"44";"18";"43";8;9;"SAT";"DAL";248
"4426";2008;"03";"08";6;"15";"25";"17";"26";-1;15;"PDX";"LAX";834
"4427";2008;"10";"01";3;"08";"54";"11";"00";25;29;"MIA";"ORD";1197
"4428";2008;"02";"07";4;"07";"35";"10";"46";-17;-9;"FAT";"DEN";844
"4429";2008;"09";"23";2;"21";"05";"21";"39";-15;-5;"DFW";"ACT";89
"4430";2008;"02";"26";2;"19";"39";"00";"16";17;4;"DEN";"SDF";1023
"4431";2008;"12";"02";2;"12";"02";"13";"32";-12;-3;"ORD";"MEM";491
"4432";2008;"07";"04";5;"08";"51";"09";"53";-5;-2;"LAX";"IPL";181
"4433";2008;"03";"26";3;"07";"21";"10";"18";5;-4;"MDW";"ATL";590
"4434";2008;"03";"17";1;"06";"18";"08";"20";13;-2;"CMH";"LGA";478
"4435";2008;"10";"20";1;"14";"41";"19";"46";-7;-3;"SAN";"IAH";1303
"4436";2008;"08";"04";1;"13";"20";"15";"13";314;290;"HPN";"ORD";738
"4437";2008;"06";"12";4;"14";"24";"21";"19";109;45;"PDX";"ORD";1739
"4438";2008;"05";"17";6;"07";"25";"09";"01";-6;-5;"MLB";"ATL";443
"4439";2008;"10";"29";3;"10";"27";"13";"09";-21;-11;"ORD";"BWI";622
"4440";2008;"04";"11";5;NA;NA;NA;NA;NA;NA;"ORD";"SPI";174
"4441";2008;"06";"17";2;"18";"21";"21";"02";38;52;"JFK";"DFW";1391
"4442";2008;"01";"07";1;"06";"52";"09";"45";-26;7;"BOS";"LAS";2381
"4443";2008;"08";"21";4;"06";"26";"09";"00";-6;-4;"DEN";"MCI";533
"4444";2008;"05";"10";6;"18";"37";"21";"42";-17;-3;"MSP";"AVL";861
"4445";2008;"05";"28";3;"12";"48";"17";"31";1;-2;"DFW";"BOS";1562
"4446";2008;"01";"27";7;"09";"40";"11";"39";-21;0;"DEN";"AMA";358
"4447";2008;"12";"25";4;"08";"20";"10";"11";-13;-5;"FLL";"CLT";631
"4448";2008;"09";"21";7;"16";"43";"19";"54";-6;3;"BOS";"IAH";1597
"4449";2008;"08";"16";6;"05";"55";"07";"39";-13;-5;"GSP";"DTW";508
"4450";2008;"07";"20";7;"09";"18";"10";"37";-11;-2;"SYR";"DTW";374
"4451";2008;"03";"03";1;"12";"50";"15";"50";4;-10;"STL";"CLT";575
"4452";2008;"03";"28";5;"18";"31";"19";"49";16;11;"GRB";"MSP";252
"4453";2008;"06";"15";7;"10";"00";"11";"19";15;0;"IAH";"DFW";224
"4454";2008;"08";"17";7;"11";"43";"14";"34";3;-2;"MSP";"ANC";2518
"4455";2008;"01";"19";6;"20";"55";"21";"35";-19;-10;"TUS";"PHX";110
"4456";2008;"03";"02";7;"16";"54";"20";"17";253;250;"DEN";"ORD";888
"4457";2008;"09";"15";1;"12";"41";"13";"58";14;16;"IAH";"SAN";1303
"4458";2008;"04";"08";2;NA;NA;NA;NA;NA;NA;"KOA";"SFO";2367
"4459";2008;"12";"17";3;"13";"40";"16";"30";1;0;"HSV";"IAD";595
"4460";2008;"01";"25";5;"16";"20";"20";"01";16;5;"IAH";"CVG";871
"4461";2008;"02";"04";1;"18";"09";"19";"47";27;9;"OAK";"LAS";407
"4462";2008;"05";"01";4;NA;NA;NA;NA;NA;NA;"JFK";"SFO";2586
"4463";2008;"04";"22";2;"08";"55";"10";"12";20;35;"IAD";"DTW";383
"4464";2008;"11";"17";1;"13";"12";"16";"26";-22;-3;"MSP";"ATL";906
"4465";2008;"08";"18";1;"08";"50";"11";"52";2;-5;"PHX";"DRO";351
"4466";2008;"11";"19";3;"17";"21";"18";"36";-9;-4;"FLL";"JAX";318
"4467";2008;"07";"28";1;"13";"31";"14";"46";1;-4;"SAT";"DFW";247
"4468";2008;"08";"29";5;"13";"07";"15";"58";-1;0;"KTN";"SEA";680
"4469";2008;"07";"09";3;"12";"45";NA;NA;NA;15;"ELP";"HOU";677
"4470";2008;"12";"14";7;"12";"56";"14";"48";22;31;"DTW";"ATL";594
"4471";2008;"05";"26";1;"21";"09";"22";"29";4;-1;"DEN";"RNO";804
"4472";2008;"04";"23";3;"14";"19";"16";"45";-5;-1;"SYR";"DFW";1337
"4473";2008;"01";"24";4;"11";"48";"12";"39";-3;3;"IAH";"LFT";201
"4474";2008;"03";"03";1;"17";"55";"19";"01";-20;-6;"SFO";"ONT";363
"4475";2008;"07";"08";2;"05";"39";"09";"02";-16;-1;"SEA";"DEN";1024
"4476";2008;"11";"10";1;"15";"06";"16";"01";-18;-9;"CLE";"ROC";245
"4477";2008;"08";"17";7;"11";"15";"13";"59";-6;-5;"LGA";"DFW";1389
"4478";2008;"12";"13";6;"21";"35";"23";"33";3;15;"MIA";"ORD";1197
"4479";2008;"01";"09";3;"13";"50";"14";"57";-8;0;"FLL";"JAX";318
"4480";2008;"12";"26";5;"07";"33";"09";"45";15;3;"SFO";"SEA";679
"4481";2008;"08";"08";5;"13";"16";"16";"10";-5;-2;"MSP";"DTW";528
"4482";2008;"07";"04";5;"11";"46";"13";"29";18;21;"IAH";"SJC";1608
"4483";2008;"12";"08";1;"18";"59";"20";"40";-20;-1;"MCO";"DFW";984
"4484";2008;"02";"28";4;"08";"55";"10";"02";-8;-5;"HOU";"DFW";247
"4485";2008;"09";"29";1;"13";"28";"14";"56";-19;-7;"RDU";"CLE";416
"4486";2008;"09";"29";1;"09";"44";"10";"34";-9;-1;"SLC";"PDX";630
"4487";2008;"08";"06";3;"21";"56";"22";"35";-4;-3;"ATL";"STL";483
"4488";2008;"04";"28";1;"06";"51";"08";"56";26;-11;"LGA";"ORD";733
"4489";2008;"11";"05";3;"13";"19";"15";"33";-19;-9;"CWA";"DTW";363
"4490";2008;"06";"05";4;"16";"01";"19";"47";27;21;"AUS";"MCO";993
"4491";2008;"12";"20";6;"12";"51";"13";"58";-12;-4;"DFW";"ICT";328
"4492";2008;"06";"27";5;"13";"48";"16";"18";88;68;"BWI";"HOU";1246
"4493";2008;"02";"23";6;"06";"33";"10";"45";55;3;"JFK";"LAX";2475
"4494";2008;"10";"10";5;"08";"47";"10";"16";-4;-3;"MSP";"MOT";449
"4495";2008;"11";"06";4;"21";"25";"00";"18";20;55;"JFK";"RSW";1074
"4496";2008;"03";"16";7;"07";"54";"13";"18";3;4;"LAS";"MDW";1521
"4497";2008;"02";"24";7;"12";"17";"13";"18";-12;-8;"EWR";"MHT";209
"4498";2008;"04";"13";7;"11";"04";"12";"13";-2;-2;"ATL";"PHX";1587
"4499";2008;"01";"21";1;"12";"38";"14";"56";21;28;"ORD";"PIT";412
"4500";2008;"10";"29";3;"09";"24";"10";"38";-12;-6;"MEM";"GPT";324
"4501";2008;"03";"25";2;"07";"42";"08";"41";26;32;"ORD";"EVV";273
"4502";2008;"03";"04";2;"17";"25";"18";"59";39;20;"SDF";"RDU";416
"4503";2008;"05";"12";1;"17";"06";"17";"40";-9;-14;"AUS";"PHX";872
"4504";2008;"08";"04";1;"09";"49";"16";"02";-4;-2;"SLC";"DCA";1851
"4505";2008;"08";"01";5;"06";"11";NA;NA;NA;11;"LAS";"ATL";1747
"4506";2008;"07";"26";6;"08";"25";"10";"31";-19;-5;"LGA";"MSY";1183
"4507";2008;"04";"01";2;"14";"25";"15";"58";53;50;"SFO";"SAN";447
"4508";2008;"05";"20";2;"17";"14";"19";"55";5;14;"SEA";"SAN";1050
"4509";2008;"09";"27";6;"14";"07";"22";"52";17;7;"SFO";"BOS";2704
"4510";2008;"06";"14";6;"14";"10";"19";"44";-12;3;"SFO";"IAH";1635
"4511";2008;"04";"10";4;"06";"34";"08";"49";6;9;"RSW";"DEN";1606
"4512";2008;"07";"31";4;"15";"34";"17";"25";10;4;"DFW";"OMA";583
"4513";2008;"07";"17";4;"15";"42";"16";"25";-1;-3;"MKE";"GRB";107
"4514";2008;"10";"13";1;"11";"55";"13";"01";-10;-5;"BOS";"LGA";185
"4515";2008;"06";"06";5;"12";"16";"14";"03";13;26;"DFW";"CID";685
"4516";2008;"07";"19";6;"17";"58";"19";"28";42;28;"ATL";"ORD";606
"4517";2008;"10";"26";7;"14";"45";"20";"00";5;-5;"RNO";"DFW";1345
"4518";2008;"12";"10";3;"21";"34";"00";"39";9;-1;"DFW";"ATL";732
"4519";2008;"11";"13";4;"17";"05";"20";"16";-1;0;"IAD";"PHX";1956
"4520";2008;"08";"25";1;"12";"59";"16";"24";97;-1;"BWI";"ATL";576
"4521";2008;"08";"30";6;"14";"00";"15";"43";-7;0;"DCA";"DEN";1476
"4522";2008;"04";"20";7;"11";"53";"14";"21";-15;-2;"SAT";"ORD";1041
"4523";2008;"05";"09";5;"17";"49";"18";"02";2;4;"ELP";"PHX";347
"4524";2008;"05";"23";5;"16";"41";"19";"19";99;96;"BNA";"OAK";1959
"4525";2008;"07";"13";7;"19";"15";"19";"59";381;390;"ATL";"CHA";106
"4526";2008;"05";"05";1;"09";"12";"09";"37";-2;-3;"CVG";"ATW";411
"4527";2008;"07";"31";4;"19";"02";"19";"56";1;2;"HOU";"DAL";239
"4528";2008;"06";"20";5;"12";"17";"13";"19";4;-8;"CMI";"ORD";135
"4529";2008;"06";"22";7;"16";"53";"18";"19";0;-2;"SLC";"SGU";269
"4530";2008;"01";"10";4;"16";"33";"22";"30";19;18;"LGB";"ORD";1735
"4531";2008;"04";"09";3;"13";"48";"15";"08";5;-6;"CID";"DEN";692
"4532";2008;"05";"08";4;"08";"59";"10";"05";-10;-1;"LAX";"OAK";337
"4533";2008;"06";"30";1;"07";"05";"10";"05";2;0;"LGA";"PBI";1035
"4534";2008;"01";"29";2;"16";"38";"17";"45";40;59;"ATL";"DSM";743
"4535";2008;"05";"02";5;"10";"25";"11";"58";-15;-4;"RSW";"ATL";515
"4536";2008;"05";"18";7;"06";"51";"09";"35";-13;-9;"BOS";"LAS";2381
"4537";2008;"04";"02";3;"17";"43";"22";"27";62;-7;"JFK";"SAN";2446
"4538";2008;"10";"20";1;"08";"54";"10";"01";-4;-1;"SAT";"DFW";247
"4539";2008;"06";"12";4;"16";"23";"19";"16";53;44;"SEA";"LAX";954
"4540";2008;"02";"15";5;"15";"48";"17";"09";14;8;"XNA";"DFW";281
"4541";2008;"01";"06";7;"17";"28";"19";"34";60;29;"FCA";"SLC";532
"4542";2008;"04";"28";1;"06";"32";"07";"57";-16;-8;"DCA";"DTW";405
"4543";2008;"03";"24";1;"07";"30";"09";"50";-10;0;"RSW";"CVG";879
"4544";2008;"12";"09";2;"15";"08";"16";"17";2;-2;"OAK";"BUR";325
"4545";2008;"06";"15";7;"18";"53";"19";"51";16;23;"HOU";"MSY";303
"4546";2008;"05";"24";6;"19";"28";"20";"58";18;13;"MCO";"STL";880
"4547";2008;"02";"21";4;"06";"02";"09";"01";11;-8;"FLL";"PHL";992
"4548";2008;"03";"17";1;"10";"21";"13";"26";-19;-9;"LAS";"HNL";2762
"4549";2008;"11";"23";7;"09";"26";"10";"18";-12;-4;"TPA";"FLL";197
"4550";2008;"10";"06";1;"13";"22";"13";"50";-10;-8;"LIH";"HNL";102
"4551";2008;"05";"10";6;"11";"41";"12";"37";2;1;"ORD";"CID";196
"4552";2008;"04";"21";1;"13";"53";"17";"21";-16;-11;"ABQ";"MSP";981
"4553";2008;"11";"30";7;"08";"19";"09";"18";-1;-4;"SLC";"LGB";589
"4554";2008;"04";"18";5;"09";"54";"11";"12";-6;-6;"DCA";"LGA";214
"4555";2008;"09";"02";2;"15";"00";"15";"55";-9;-5;"FLG";"PHX";119
"4556";2008;"09";"12";5;"19";"56";"20";"16";-9;-4;"DFW";"ROW";435
"4557";2008;"01";"25";5;"19";"20";"20";"24";139;140;"CHS";"MEM";589
"4558";2008;"07";"15";2;"17";"27";"18";"32";-13;2;"STL";"MEM";256
"4559";2008;"12";"21";7;"16";"27";"17";"34";-6;2;"SJC";"SAN";417
"4560";2008;"10";"14";2;"09";"39";"11";"04";-7;-1;"ATL";"MCO";403
"4561";2008;"01";"10";4;"18";"52";"19";"39";-11;-8;"SAN";"LAX";109
"4562";2008;"11";"19";3;"14";"43";"17";"07";7;3;"BNA";"RDU";443
"4563";2008;"09";"26";5;"10";"24";"11";"11";-15;-6;"AUS";"IAH";140
"4564";2008;"01";"17";4;"08";"25";"09";"39";-1;0;"SNA";"SJC";342
"4565";2008;"03";"04";2;"06";"32";"10";"35";45;22;"DFW";"BWI";1217
"4566";2008;"12";"22";1;"14";"23";"17";"21";-9;18;"LAX";"DEN";862
"4567";2008;"04";"21";1;"08";"12";"10";"37";22;-3;"LGA";"CLT";544
"4568";2008;"03";"19";3;"17";"01";"17";"41";24;41;"CLT";"RDU";130
"4569";2008;"04";"06";7;"14";"31";"16";"20";39;36;"ATL";"MIA";595
"4570";2008;"08";"29";5;"07";"27";"09";"37";27;22;"SFO";"PHX";651
"4571";2008;"06";"18";3;"09";"37";"12";"05";-8;-3;"ORD";"MSO";1332
"4572";2008;"04";"06";7;"08";"23";"14";"06";-23;-7;"SAN";"ORD";1723
"4573";2008;"02";"09";6;"05";"50";"08";"20";0;0;"BOS";"CVG";752
"4574";2008;"08";"08";5;"05";"39";"07";"40";-6;-1;"MCO";"IAD";758
"4575";2008;"12";"03";3;"16";"33";"17";"37";-3;-2;"MAF";"DAL";319
"4576";2008;"07";"17";4;"05";"26";"06";"02";-5;-4;"HNL";"LIH";102
"4577";2008;"09";"24";3;"07";"30";"09";"57";-17;0;"PHL";"SAN";2369
"4578";2008;"11";"03";1;"12";"55";"15";"00";53;22;"LAX";"SFO";337
"4579";2008;"05";"28";3;"06";"12";"07";"29";-5;-3;"IND";"IAH";845
"4580";2008;"06";"15";7;"09";"35";"11";"00";25;20;"MDW";"MCI";405
"4581";2008;"02";"27";3;"12";"48";"14";"05";-10;-9;"IAH";"MOB";427
"4582";2008;"04";"30";3;"06";"34";"06";"52";-3;-1;"BOI";"SEA";399
"4583";2008;"01";"19";6;"23";"26";"01";"41";131;101;"ATL";"MSP";906
"4584";2008;"09";"23";2;"14";"56";"17";"51";-4;1;"FLL";"PVD";1188
"4585";2008;"12";"04";4;"13";"09";"18";"26";-4;-1;"SMF";"DFW";1431
"4586";2008;"07";"12";6;"17";"11";"18";"20";-13;-9;"IAD";"PHL";134
"4587";2008;"09";"26";5;"19";"06";"22";"02";-13;-4;"MSP";"CLE";622
"4588";2008;"10";"09";4;"18";"55";"19";"28";-9;-5;"ATL";"MLU";448
"4589";2008;"08";"02";6;"08";"57";"10";"30";0;12;"CLT";"MSP";930
"4590";2008;"08";"23";6;"05";"40";"05";"59";-2;0;"SDF";"ORD";286
"4591";2008;"12";"30";2;"05";"58";"08";"59";-6;-5;"ORD";"PHL";678
"4592";2008;"08";"04";1;"16";"12";"17";"15";-5;-8;"AUS";"IAH";140
"4593";2008;"06";"12";4;"11";"32";"12";"22";7;-1;"KOA";"HNL";163
"4594";2008;"03";"28";5;"18";"30";"19";"30";0;0;"BWI";"BHM";682
"4595";2008;"07";"26";6;"09";"24";"10";"00";-10;-1;"DFW";"LAS";1055
"4596";2008;"03";"13";4;"13";"03";"15";"35";35;28;"DFW";"ORD";802
"4597";2008;"01";"05";6;"06";"33";"09";"34";25;33;"GEG";"DEN";836
"4598";2008;"12";"23";2;"15";"01";"16";"42";22;21;"PHX";"SLC";507
"4599";2008;"04";"26";6;"09";"41";"10";"49";-21;-6;"ATL";"CRW";363
"4600";2008;"03";"08";6;"18";"46";"19";"43";-8;1;"ATL";"TRI";227
"4601";2008;"11";"10";1;"13";"27";"13";"26";-6;1;"LAN";"ORD";179
"4602";2008;"02";"02";6;"21";"47";"23";"16";29;42;"IAH";"LAX";1379
"4603";2008;"01";"25";5;"11";"22";"17";"00";-10;0;"PDX";"ORD";1739
"4604";2008;"03";"08";6;"12";"31";"15";"36";86;88;"OKC";"ATL";761
"4605";2008;"03";"26";3;"17";"57";"18";"58";66;74;"IAH";"MSY";305
"4606";2008;"12";"03";3;"08";"23";"10";"12";-8;-7;"BOS";"ORD";867
"4607";2008;"01";"16";3;"22";"43";"06";"30";0;-12;"HNL";"LAS";2762
"4608";2008;"10";"20";1;"14";"43";"16";"26";9;18;"CLT";"PBI";590
"4609";2008;"02";"27";3;"17";"22";"20";"35";1;12;"MSP";"ATL";906
"4610";2008;"04";"21";1;"19";"33";"21";"10";6;-2;"TPA";"ATL";406
"4611";2008;"08";"27";3;"06";"54";"08";"20";-3;-6;"LGA";"ORD";733
"4612";2008;"12";"08";1;"12";"00";"13";"36";-13;-8;"ATL";"FLL";581
"4613";2008;"02";"25";1;"14";"47";"17";"38";-29;-4;"DFW";"ATL";732
"4614";2008;"05";"10";6;"18";"27";"20";"00";-15;-3;"PHL";"STL";813
"4615";2008;"01";"31";4;"12";"50";"16";"13";78;60;"TUS";"DFW";813
"4616";2008;"06";"06";5;"06";"54";"08";"35";2;-6;"PIT";"JFK";340
"4617";2008;"02";"03";7;"20";"51";"08";"07";7;1;"HNL";"DFW";3784
"4618";2008;"06";"11";3;"11";"42";"16";"28";-18;-3;"LAX";"TUL";1283
"4619";2008;"08";"09";6;"20";"29";"21";"19";111;136;"IAD";"ORF";157
"4620";2008;"02";"16";6;"16";"15";"17";"21";-4;-5;"SHV";"MEM";285
"4621";2008;"02";"25";1;"16";"16";"18";"03";2;1;"RIC";"ATL";481
"4622";2008;"03";"12";3;"14";"53";"17";"40";65;73;"LAX";"ELP";714
"4623";2008;"10";"19";7;"19";"24";"20";"18";-8;-6;"CVG";"CRW";173
"4624";2008;"10";"15";3;"14";"27";"15";"32";-3;-3;"MAF";"DAL";319
"4625";2008;"10";"18";6;"18";"42";"20";"16";-6;7;"JFK";"BUF";301
"4626";2008;"05";"26";1;"15";"46";"17";"24";9;16;"DFW";"OMA";583
"4627";2008;"10";"15";3;"06";"57";"08";"11";1;-3;"BOS";"LGA";185
"4628";2008;"12";"23";2;"17";"15";"20";"20";26;30;"MCI";"DTW";629
"4629";2008;"10";"10";5;"16";"39";"19";"08";18;14;"BNA";"ONT";1751
"4630";2008;"04";"24";4;"19";"10";"21";"57";-5;-10;"HSV";"DCA";613
"4631";2008;"12";"12";5;"20";"55";"21";"54";-16;0;"SAN";"LAS";258
"4632";2008;"01";"30";3;"18";"50";"20";"10";-14;0;"BWI";"BOS";370
"4633";2008;"11";"05";3;"07";"57";"09";"03";-7;-3;"BUR";"SJC";296
"4634";2008;"06";"18";3;"18";"45";"21";"47";225;166;"LGA";"DTW";501
"4635";2008;"10";"07";2;"10";"06";"11";"24";-8;-6;"DAY";"IAD";368
"4636";2008;"09";"05";5;"08";"19";"13";"14";-21;-1;"LAX";"HOU";1390
"4637";2008;"11";"04";2;"10";"45";"11";"08";-10;-3;"CAK";"ORD";344
"4638";2008;"07";"12";6;"16";"23";"18";"12";12;8;"STL";"LAX";1593
"4639";2008;"09";"29";1;"09";"23";"10";"38";-5;-2;"CLT";"PIT";366
"4640";2008;"01";"17";4;"18";"47";"20";"09";-6;-3;"SFO";"SNA";372
"4641";2008;"10";"16";4;"10";"10";"11";"29";17;10;"IAH";"DFW";224
"4642";2008;"11";"17";1;"11";"27";"14";"41";-9;2;"DEN";"IAH";861
"4643";2008;"12";"27";6;"17";"52";"18";"27";82;86;"DEN";"COS";72
"4644";2008;"10";"31";5;"09";"37";"11";"43";-3;-3;"PHL";"MSY";1088
"4645";2008;"03";"31";1;"15";"17";"17";"41";16;-8;"MCO";"DFW";984
"4646";2008;"04";"01";2;"12";"46";"13";"44";-2;1;"LAX";"SBP";155
"4647";2008;"04";"30";3;"06";"38";"08";"56";-9;-2;"ORD";"PIT";412
"4648";2008;"01";"13";7;"11";"41";"14";"12";19;31;"RDU";"SAT";1225
"4649";2008;"04";"19";6;"08";"57";"11";"09";-21;-6;"PHX";"ELP";347
"4650";2008;"07";"15";2;"09";"23";"11";"05";-11;-4;"RNO";"PHX";601
"4651";2008;"12";"21";7;"13";"35";"15";"13";88;85;"CLE";"PVD";540
"4652";2008;"04";"17";4;"10";"15";"11";"42";2;0;"CAE";"IAD";401
"4653";2008;"11";"13";4;"18";"42";"20";"38";81;50;"DAB";"ATL";366
"4654";2008;"09";"10";3;"20";"55";"22";"11";47;51;"ATL";"CLT";227
"4655";2008;"09";"21";7;"06";"50";"09";"58";-27;-10;"JFK";"SLC";1989
"4656";2008;"10";"22";3;"17";"04";"19";"36";9;-11;"ORF";"IAH";1201
"4657";2008;"04";"02";3;"20";"42";"21";"29";-6;2;"SJC";"RNO";188
"4658";2008;"12";"19";5;"17";"48";"18";"44";9;23;"DFW";"LIT";304
"4659";2008;"07";"14";1;"09";"51";"13";"36";1;1;"SAT";"MCO";1040
"4660";2008;"07";"29";2;"19";"59";"20";"51";-4;-5;"HNL";"ITO";216
"4661";2008;"04";"18";5;"21";"03";"22";"09";-1;-2;"ABQ";"LAX";677
"4662";2008;"05";"16";5;"13";"41";"16";"02";3;26;"LAX";"HNL";2556
"4663";2008;"06";"10";2;"10";"01";"14";"37";-20;-2;"DEN";"DTW";1123
"4664";2008;"02";"01";5;"13";"28";"15";"56";28;8;"CVG";"JFK";589
"4665";2008;"12";"07";7;"20";"26";"23";"17";38;26;"ORD";"SEA";1721
"4666";2008;"09";"16";2;"20";"59";"21";"51";-4;4;"DAL";"SAT";248
"4667";2008;"07";"15";2;"05";"58";"08";"04";-11;-2;"PHL";"DFW";1302
"4668";2008;"10";"20";1;"19";"30";"20";"24";-6;0;"DAL";"HOU";239
"4669";2008;"07";"20";7;"06";"40";"13";"40";45;40;"LAS";"ATL";1747
"4670";2008;"09";"27";6;"18";"45";"20";"38";101;125;"CVG";"LGA";585
"4671";2008;"10";"09";4;"14";"16";"15";"43";-15;-4;"CLT";"CLE";430
"4672";2008;"07";"05";6;"18";"21";"20";"19";-6;1;"BNA";"SAN";1751
"4673";2008;"12";"28";7;"20";"52";"21";"17";-8;-3;"SAT";"ELP";496
"4674";2008;"11";"17";1;"11";"36";"12";"22";10;16;"ABY";"ATL";146
"4675";2008;"10";"06";1;"09";"26";"11";"25";-11;-6;"BWI";"DEN";1491
"4676";2008;"08";"04";1;"06";"57";"06";"57";-3;-3;"IND";"ORD";177
"4677";2008;"11";"21";5;"07";"18";"09";"07";-2;-4;"BOI";"DEN";649
"4678";2008;"03";"30";7;"18";"26";"20";"21";16;26;"PHX";"ELP";347
"4679";2008;"02";"25";1;"09";"53";"11";"40";-20;-2;"BWI";"JAX";663
"4680";2008;"09";"19";5;"08";"42";"10";"37";2;-3;"BNA";"DFW";631
"4681";2008;"09";"09";2;"14";"41";"16";"16";-8;-6;"BZN";"DEN";525
"4682";2008;"06";"15";7;"06";"08";"09";"31";-4;-2;"MCI";"BWI";967
"4683";2008;"11";"10";1;"13";"39";"14";"21";-12;-3;"SAN";"LAX";109
"4684";2008;"01";"02";3;"15";"10";"16";"27";20;25;"AUS";"TUL";426
"4685";2008;"07";"02";3;"14";"45";"16";"52";-13;0;"SNA";"PDX";859
"4686";2008;"07";"24";4;"07";"55";"10";"36";-10;-5;"SEA";"LAX";954
"4687";2008;"01";"02";3;"17";"24";"18";"15";94;84;"PDX";"EUG";106
"4688";2008;"06";"14";6;"17";"49";"22";"35";-5;14;"LAS";"LIT";1295
"4689";2008;"01";"25";5;"07";"41";"10";"31";-16;-4;"BDL";"MCO";1050
"4690";2008;"10";"26";7;"12";"14";"15";"22";4;4;"AUS";"ATL";813
"4691";2008;"08";"26";2;"09";"54";"10";"57";-12;-6;"IAH";"DFW";224
"4692";2008;"10";"05";7;"06";"02";"06";"39";9;2;"PIT";"ORD";412
"4693";2008;"10";"16";4;"07";"51";"08";"26";-10;-4;"PIT";"ORD";412
"4694";2008;"02";"21";4;"22";"43";"02";"23";83;98;"PHX";"STL";1262
"4695";2008;"05";"23";5;"11";"32";"17";"10";13;-3;"DEN";"DCA";1476
"4696";2008;"10";"15";3;"11";"41";"12";"50";-2;-1;"SAT";"LAX";1210
"4697";2008;"05";"14";3;"18";"54";"20";"03";-7;-5;"PIT";"CVG";256
"4698";2008;"10";"09";4;"16";"35";"20";"18";46;5;"JFK";"MCO";944
"4699";2008;"05";"28";3;"17";"55";"19";"46";19;-5;"IAH";"COS";809
"4700";2008;"05";"31";6;"10";"42";"13";"31";100;102;"ORD";"ABE";654
"4701";2008;"05";"26";1;"21";"30";"22";"16";10;15;"CVG";"IND";98
"4702";2008;"09";"24";3;"08";"30";"09";"22";-8;-5;"SLC";"SMF";532
"4703";2008;"06";"11";3;"18";"56";"20";"51";-14;1;"SEA";"OAK";671
"4704";2008;"07";"09";3;"14";"55";"17";"03";48;43;"ATL";"AVP";714
"4705";2008;"05";"21";3;"19";"29";"22";"15";45;19;"IAD";"BUR";2279
"4706";2008;"05";"03";6;"09";"15";"14";"08";123;140;"RNO";"DFW";1345
"4707";2008;"12";"08";1;"17";"55";"20";"10";17;-5;"DEN";"PHX";602
"4708";2008;"06";"28";6;"10";"08";"12";"40";-17;-9;"PDX";"ANC";1542
"4709";2008;"12";"11";4;"13";"30";"14";"37";0;-3;"DTW";"PIT";201
